fold_id,input_feature_count,pca_component_count,explained_variance_ratio,explained_variance_ratio_sum,cumulative_explained_variance,component_mean,component_std
23,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
24,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
25,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
26,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
27,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
28,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
29,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
30,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
31,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
32,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
33,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
34,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
35,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
